"No.","Time","Source","Destination","Protocol","Length","Info"
"3102","2016-09-26 23:09:46.814214","192.168.1.240","192.168.1.1","ICMP","98","Echo (ping) request  id=0xac05, seq=45683/29618, ttl=64 (reply in 3103)"
"3104","2016-09-26 23:09:46.818599","192.168.1.240","192.168.1.1","ICMP","98","Echo (ping) request  id=0xac05, seq=45683/29618, ttl=64 (reply in 3105)"
"3106","2016-09-26 23:09:46.822491","192.168.1.240","192.168.1.1","ICMP","98","Echo (ping) request  id=0xac05, seq=45683/29618, ttl=64 (reply in 3107)"
"3108","2016-09-26 23:09:46.827014","192.168.1.240","192.168.1.1","ICMP","98","Echo (ping) request  id=0xac05, seq=45683/29618, ttl=64 (reply in 3109)"
"3110","2016-09-26 23:09:46.830025","192.168.1.240","192.168.1.1","ICMP","98","Echo (ping) request  id=0xac05, seq=45683/29618, ttl=64 (reply in 3111)"
"3112","2016-09-26 23:09:46.833966","192.168.1.240","192.168.1.1","ICMP","98","Echo (ping) request  id=0xac05, seq=45683/29618, ttl=64 (reply in 3113)"
"3114","2016-09-26 23:09:46.837730","192.168.1.240","192.168.1.1","ICMP","98","Echo (ping) request  id=0xac05, seq=45683/29618, ttl=64 (reply in 3115)"
"3116","2016-09-26 23:09:46.844116","192.168.1.240","8.8.8.8","ICMP","98","Echo (ping) request  id=0xac05, seq=45683/29618, ttl=64 (reply in 3117)"
"3118","2016-09-26 23:09:46.849715","192.168.1.240","8.8.8.8","ICMP","98","Echo (ping) request  id=0xac05, seq=45683/29618, ttl=64 (reply in 3119)"
"3120","2016-09-26 23:09:46.853274","192.168.1.240","8.8.8.8","ICMP","98","Echo (ping) request  id=0xac05, seq=45683/29618, ttl=64 (reply in 3121)"
"3122","2016-09-26 23:09:46.857135","192.168.1.240","8.8.8.8","ICMP","98","Echo (ping) request  id=0xac05, seq=45683/29618, ttl=64 (reply in 3123)"
"3124","2016-09-26 23:09:46.865435","192.168.1.240","8.8.8.8","ICMP","98","Echo (ping) request  id=0xac05, seq=45683/29618, ttl=64 (reply in 3125)"
"3126","2016-09-26 23:09:46.874037","192.168.1.240","208.67.220.220","ICMP","98","Echo (ping) request  id=0xac05, seq=45683/29618, ttl=64 (reply in 3127)"
"3128","2016-09-26 23:09:46.877156","192.168.1.240","208.67.220.220","ICMP","98","Echo (ping) request  id=0xac05, seq=45683/29618, ttl=64 (reply in 3129)"
"3130","2016-09-26 23:09:46.880847","192.168.1.240","208.67.220.220","ICMP","98","Echo (ping) request  id=0xac05, seq=45683/29618, ttl=64 (reply in 3131)"
"3132","2016-09-26 23:09:46.884791","192.168.1.240","208.67.220.220","ICMP","98","Echo (ping) request  id=0xac05, seq=45683/29618, ttl=64 (reply in 3133)"
"3134","2016-09-26 23:09:46.889432","192.168.1.240","208.67.220.220","ICMP","98","Echo (ping) request  id=0xac05, seq=45683/29618, ttl=64 (reply in 3135)"
"3136","2016-09-26 23:09:46.896451","192.168.1.240","8.8.8.8","DNS","75","Standard query 0x7bfc A www.example.com"
"3137","2016-09-26 23:09:46.896929","192.168.1.240","8.8.8.8","DNS","75","Standard query 0x4af3 AAAA www.example.com"
"3140","2016-09-26 23:09:46.906819","192.168.1.240","93.184.216.34","TCP","74","40812  >  80 [SYN] Seq=0 Win=4380 Len=0 MSS=1460 SACK_PERM=1 TSval=51827129 TSecr=0 WS=16"
"3143","2016-09-26 23:09:47.056471","192.168.1.240","93.184.216.34","TCP","66","40812  >  80 [ACK] Seq=1 Ack=1 Win=4384 Len=0 TSval=51827168 TSecr=2674810696"
"3144","2016-09-26 23:09:47.057073","192.168.1.240","93.184.216.34","TCP","66","40812  >  80 [FIN, ACK] Seq=1 Ack=1 Win=4384 Len=0 TSval=51827168 TSecr=2674810696"
"3145","2016-09-26 23:09:47.059165","192.168.1.240","8.8.8.8","DNS","75","Standard query 0xbf43 A www.example.net"
"3146","2016-09-26 23:09:47.059320","192.168.1.240","8.8.8.8","DNS","75","Standard query 0xd281 AAAA www.example.net"
"3149","2016-09-26 23:09:47.082726","192.168.1.240","93.184.216.34","TCP","74","40813  >  80 [SYN] Seq=0 Win=4380 Len=0 MSS=1460 SACK_PERM=1 TSval=51827174 TSecr=0 WS=16"
"3151","2016-09-26 23:09:47.208855","192.168.1.240","93.184.216.34","TCP","66","40812  >  80 [ACK] Seq=2 Ack=2 Win=4384 Len=0 TSval=51827207 TSecr=2674810733"
"3153","2016-09-26 23:09:47.232157","192.168.1.240","93.184.216.34","TCP","66","40813  >  80 [ACK] Seq=1 Ack=1 Win=4384 Len=0 TSval=51827213 TSecr=2674810740"
"3154","2016-09-26 23:09:47.232755","192.168.1.240","93.184.216.34","TCP","66","40813  >  80 [FIN, ACK] Seq=1 Ack=1 Win=4384 Len=0 TSval=51827213 TSecr=2674810740"
"3155","2016-09-26 23:09:47.235431","192.168.1.240","8.8.8.8","DNS","75","Standard query 0xa4ef A www.example.org"
"3156","2016-09-26 23:09:47.235581","192.168.1.240","8.8.8.8","DNS","75","Standard query 0x9cd9 AAAA www.example.org"
"3159","2016-09-26 23:09:47.259856","192.168.1.240","93.184.216.34","TCP","74","40814  >  80 [SYN] Seq=0 Win=4380 Len=0 MSS=1460 SACK_PERM=1 TSval=51827220 TSecr=0 WS=16"
"3162","2016-09-26 23:09:47.388500","192.168.1.240","93.184.216.34","TCP","66","40813  >  80 [ACK] Seq=2 Ack=2 Win=4384 Len=0 TSval=51827253 TSecr=2674810777"
"3164","2016-09-26 23:09:47.412509","192.168.1.240","93.184.216.34","TCP","66","40814  >  80 [ACK] Seq=1 Ack=1 Win=4384 Len=0 TSval=51827259 TSecr=2676277363"
"3165","2016-09-26 23:09:47.412643","192.168.1.240","93.184.216.34","TCP","66","40814  >  80 [FIN, ACK] Seq=1 Ack=1 Win=4384 Len=0 TSval=51827259 TSecr=2676277363"
"3167","2016-09-26 23:09:47.564303","192.168.1.240","93.184.216.34","TCP","66","40814  >  80 [ACK] Seq=2 Ack=2 Win=4384 Len=0 TSval=51827298 TSecr=2676277401"
"3183","2016-09-26 23:09:51.818032","AmazonTe_56:cc:d3","Tp-LinkT_51:33:ea","ARP","42","192.168.1.240 is at 44:65:0d:56:cc:d3"
"3190","2016-09-26 23:09:52.099397","192.168.1.240","54.239.29.231","TCP","54","58255  >  443 [ACK] Seq=1406 Ack=1403 Win=1734 Len=0"
"3191","2016-09-26 23:09:52.100086","192.168.1.240","54.239.29.231","TLSv1.2","95","Application Data"
"3212","2016-09-26 23:09:57.079756","192.168.1.240","173.71.69.90","NTP","90","NTP Version 4, client"
"3215","2016-09-26 23:09:58.849275","192.168.1.240","23.23.189.20","UDP","201","49280  >  33434 Len=159"
"3220","2016-09-26 23:10:01.085400","192.168.1.240","206.108.0.132","NTP","90","NTP Version 4, client"
"3246","2016-09-26 23:10:07.090145","192.168.1.240","97.107.128.58","NTP","90","NTP Version 4, client"
"3251","2016-09-26 23:10:07.521260","192.168.1.240","23.23.189.20","UDP","191","47532  >  33434 Len=149"
"3324","2016-09-26 23:10:22.129078","192.168.1.240","54.239.29.231","TLSv1.2","95","Application Data"
"3327","2016-09-26 23:10:22.415456","192.168.1.240","54.239.29.231","TCP","54","58255  >  443 [ACK] Seq=1488 Ack=1444 Win=1734 Len=0"
"3342","2016-09-26 23:10:25.880260","192.168.1.240","23.23.189.20","UDP","201","49280  >  33434 Len=159"
"3373","2016-09-26 23:10:34.545896","192.168.1.240","23.23.189.20","UDP","191","47532  >  33434 Len=149"
"3430","2016-09-26 23:10:52.084460","192.168.1.240","54.239.29.231","TCP","54","58255  >  443 [ACK] Seq=1488 Ack=1485 Win=1734 Len=0"
"3431","2016-09-26 23:10:52.084579","192.168.1.240","54.239.29.231","TLSv1.2","95","Application Data"
"3437","2016-09-26 23:10:52.911434","192.168.1.240","23.23.189.20","UDP","201","49280  >  33434 Len=159"
"3457","2016-09-26 23:10:57.083456","AmazonTe_56:cc:d3","Tp-LinkT_51:33:ea","ARP","42","192.168.1.240 is at 44:65:0d:56:cc:d3"
"3460","2016-09-26 23:10:57.370718","192.168.1.240","97.107.128.58","NTP","90","NTP Version 4, client"
"3479","2016-09-26 23:11:01.572892","192.168.1.240","23.23.189.20","UDP","191","47532  >  33434 Len=149"
"3595","2016-09-26 23:11:19.935844","192.168.1.240","23.23.189.20","UDP","201","49280  >  33434 Len=159"
"3610","2016-09-26 23:11:22.113227","192.168.1.240","54.239.29.231","TLSv1.2","95","Application Data"
"3614","2016-09-26 23:11:22.376150","192.168.1.240","54.239.29.231","TCP","54","58255  >  443 [ACK] Seq=1570 Ack=1526 Win=1734 Len=0"
"3638","2016-09-26 23:11:28.600185","192.168.1.240","23.23.189.20","UDP","191","47532  >  33434 Len=149"
"3726","2016-09-26 23:11:46.963370","192.168.1.240","23.23.189.20","UDP","201","49280  >  33434 Len=159"
"3750","2016-09-26 23:11:52.368704","192.168.1.240","54.239.29.231","TLSv1.2","95","Application Data"
"3755","2016-09-26 23:11:52.829274","192.168.1.240","54.239.29.231","TLSv1.2","95","[TCP Spurious Retransmission] , Application Data"
"3758","2016-09-26 23:11:53.517017","192.168.1.240","54.239.29.231","TCP","54","58255  >  443 [ACK] Seq=1611 Ack=1567 Win=1734 Len=0"
"3759","2016-09-26 23:11:53.517298","192.168.1.240","54.239.29.231","TLSv1.2","95","Application Data"
"3765","2016-09-26 23:11:53.778514","192.168.1.240","54.239.29.231","TCP","54","58255  >  443 [ACK] Seq=1652 Ack=1608 Win=1734 Len=0"
"3771","2016-09-26 23:11:55.626297","192.168.1.240","23.23.189.20","UDP","191","47532  >  33434 Len=149"
"3781","2016-09-26 23:11:57.091465","AmazonTe_56:cc:d3","Tp-LinkT_51:33:ea","ARP","42","192.168.1.240 is at 44:65:0d:56:cc:d3"
"3834","2016-09-26 23:12:09.655085","192.168.1.240","204.11.201.12","NTP","90","NTP Version 4, client"
"3849","2016-09-26 23:12:13.989490","192.168.1.240","23.23.189.20","UDP","201","49280  >  33434 Len=159"
"3856","2016-09-26 23:12:14.665088","AmazonTe_56:cc:d3","Tp-LinkT_51:33:ea","ARP","42","Who has 192.168.1.1? Tell 192.168.1.240"
"3904","2016-09-26 23:12:22.653637","192.168.1.240","23.23.189.20","UDP","191","47532  >  33434 Len=149"
"3907","2016-09-26 23:12:23.770577","192.168.1.240","54.239.29.231","TLSv1.2","95","Application Data"
"3910","2016-09-26 23:12:23.990074","192.168.1.240","54.239.29.231","TCP","54","58255  >  443 [ACK] Seq=1693 Ack=1649 Win=1734 Len=0"
"3932","2016-09-26 23:12:28.993363","AmazonTe_56:cc:d3","Tp-LinkT_51:33:ea","ARP","42","192.168.1.240 is at 44:65:0d:56:cc:d3"
"3987","2016-09-26 23:12:41.017121","192.168.1.240","23.23.189.20","UDP","201","49280  >  33434 Len=159"
"4028","2016-09-26 23:12:49.678705","192.168.1.240","23.23.189.20","UDP","191","47532  >  33434 Len=149"
"4036","2016-09-26 23:12:52.079468","192.168.1.240","54.239.29.231","TCP","54","58255  >  443 [ACK] Seq=1693 Ack=1690 Win=1734 Len=0"
"4037","2016-09-26 23:12:52.080037","192.168.1.240","54.239.29.231","TLSv1.2","95","Application Data"
"4057","2016-09-26 23:12:57.083826","AmazonTe_56:cc:d3","Tp-LinkT_51:33:ea","ARP","42","192.168.1.240 is at 44:65:0d:56:cc:d3"
"4097","2016-09-26 23:13:08.044123","192.168.1.240","23.23.189.20","UDP","201","49280  >  33434 Len=159"
"4147","2016-09-26 23:13:16.705918","192.168.1.240","23.23.189.20","UDP","191","47532  >  33434 Len=149"
"4170","2016-09-26 23:13:22.110449","192.168.1.240","54.239.29.231","TLSv1.2","95","Application Data"
"4174","2016-09-26 23:13:22.386822","192.168.1.240","54.239.29.231","TCP","54","58255  >  443 [ACK] Seq=1775 Ack=1731 Win=1734 Len=0"
"4189","2016-09-26 23:13:27.341265","AmazonTe_56:cc:d3","Tp-LinkT_51:33:ea","ARP","42","192.168.1.240 is at 44:65:0d:56:cc:d3"
"4226","2016-09-26 23:13:35.071301","192.168.1.240","23.23.189.20","UDP","201","49280  >  33434 Len=159"
"4275","2016-09-26 23:13:43.730036","192.168.1.240","23.23.189.20","UDP","191","47532  >  33434 Len=149"
"4322","2016-09-26 23:13:52.364465","192.168.1.240","54.239.29.231","TLSv1.2","95","Application Data"
"4324","2016-09-26 23:13:52.563708","192.168.1.240","54.239.29.231","TCP","54","58255  >  443 [ACK] Seq=1816 Ack=1772 Win=1734 Len=0"
"4325","2016-09-26 23:13:52.563981","192.168.1.240","54.239.29.231","TLSv1.2","95","Application Data"
"4329","2016-09-26 23:13:52.829899","192.168.1.240","54.239.29.231","TCP","54","58255  >  443 [ACK] Seq=1857 Ack=1813 Win=1734 Len=0"
"4369","2016-09-26 23:13:57.086881","AmazonTe_56:cc:d3","Tp-LinkT_51:33:ea","ARP","42","192.168.1.240 is at 44:65:0d:56:cc:d3"
"4388","2016-09-26 23:14:02.098181","192.168.1.240","23.23.189.20","UDP","201","49280  >  33434 Len=159"
"4429","2016-09-26 23:14:10.761462","192.168.1.240","23.23.189.20","UDP","191","47532  >  33434 Len=149"
"4486","2016-09-26 23:14:22.815105","192.168.1.240","54.239.29.231","TLSv1.2","95","Application Data"
"4493","2016-09-26 23:14:23.517438","192.168.1.240","54.239.29.231","TCP","54","58255  >  443 [ACK] Seq=1898 Ack=1854 Win=1734 Len=0"
"4524","2016-09-26 23:14:28.052444","AmazonTe_56:cc:d3","Tp-LinkT_51:33:ea","ARP","42","192.168.1.240 is at 44:65:0d:56:cc:d3"
"4534","2016-09-26 23:14:29.123637","192.168.1.240","23.23.189.20","UDP","201","49280  >  33434 Len=159"
"4569","2016-09-26 23:14:37.781330","192.168.1.240","23.23.189.20","UDP","191","47532  >  33434 Len=149"
"4620","2016-09-26 23:14:46.804242","192.168.1.240","192.168.1.1","ICMP","98","Echo (ping) request  id=0xac05, seq=59191/14311, ttl=64 (reply in 4621)"
"4625","2016-09-26 23:14:47.804514","192.168.1.240","192.168.1.1","ICMP","98","Echo (ping) request  id=0xac05, seq=19113/43338, ttl=64 (reply in 4626)"
"4627","2016-09-26 23:14:47.809360","192.168.1.240","192.168.1.1","ICMP","98","Echo (ping) request  id=0xac05, seq=19113/43338, ttl=64 (reply in 4628)"
"4629","2016-09-26 23:14:47.813303","192.168.1.240","192.168.1.1","ICMP","98","Echo (ping) request  id=0xac05, seq=19113/43338, ttl=64 (reply in 4630)"
"4631","2016-09-26 23:14:47.820336","192.168.1.240","192.168.1.1","ICMP","98","Echo (ping) request  id=0xac05, seq=19113/43338, ttl=64 (reply in 4632)"
"4633","2016-09-26 23:14:47.828386","192.168.1.240","192.168.1.1","ICMP","98","Echo (ping) request  id=0xac05, seq=19113/43338, ttl=64 (reply in 4634)"
"4635","2016-09-26 23:14:47.833039","192.168.1.240","192.168.1.1","ICMP","98","Echo (ping) request  id=0xac05, seq=19113/43338, ttl=64 (reply in 4636)"
"4637","2016-09-26 23:14:47.836949","192.168.1.240","192.168.1.1","ICMP","98","Echo (ping) request  id=0xac05, seq=19113/43338, ttl=64 (reply in 4638)"
"4639","2016-09-26 23:14:47.840775","192.168.1.240","192.168.1.1","ICMP","98","Echo (ping) request  id=0xac05, seq=19113/43338, ttl=64 (reply in 4640)"
"4641","2016-09-26 23:14:47.845353","192.168.1.240","192.168.1.1","ICMP","98","Echo (ping) request  id=0xac05, seq=19113/43338, ttl=64 (reply in 4642)"
"4643","2016-09-26 23:14:47.852565","192.168.1.240","8.8.8.8","ICMP","98","Echo (ping) request  id=0xac05, seq=19113/43338, ttl=64 (reply in 4644)"
"4645","2016-09-26 23:14:47.857621","192.168.1.240","8.8.8.8","ICMP","98","Echo (ping) request  id=0xac05, seq=19113/43338, ttl=64 (reply in 4646)"
"4647","2016-09-26 23:14:47.860602","192.168.1.240","8.8.8.8","ICMP","98","Echo (ping) request  id=0xac05, seq=19113/43338, ttl=64 (reply in 4648)"
"4649","2016-09-26 23:14:47.865280","192.168.1.240","8.8.8.8","ICMP","98","Echo (ping) request  id=0xac05, seq=19113/43338, ttl=64 (reply in 4650)"
"4651","2016-09-26 23:14:47.868368","192.168.1.240","8.8.8.8","ICMP","98","Echo (ping) request  id=0xac05, seq=19113/43338, ttl=64 (reply in 4652)"
"4653","2016-09-26 23:14:47.873103","192.168.1.240","208.67.220.220","ICMP","98","Echo (ping) request  id=0xac05, seq=19113/43338, ttl=64 (reply in 4654)"
"4655","2016-09-26 23:14:47.875997","192.168.1.240","208.67.220.220","ICMP","98","Echo (ping) request  id=0xac05, seq=19113/43338, ttl=64 (reply in 4656)"
"4657","2016-09-26 23:14:47.879749","192.168.1.240","208.67.220.220","ICMP","98","Echo (ping) request  id=0xac05, seq=19113/43338, ttl=64 (reply in 4658)"
"4659","2016-09-26 23:14:47.883951","192.168.1.240","208.67.220.220","ICMP","98","Echo (ping) request  id=0xac05, seq=19113/43338, ttl=64 (reply in 4660)"
"4661","2016-09-26 23:14:47.887603","192.168.1.240","208.67.220.220","ICMP","98","Echo (ping) request  id=0xac05, seq=19113/43338, ttl=64 (reply in 4662)"
"4663","2016-09-26 23:14:47.895355","192.168.1.240","8.8.8.8","DNS","75","Standard query 0x1c93 A www.example.com"
"4664","2016-09-26 23:14:47.895523","192.168.1.240","8.8.8.8","DNS","75","Standard query 0xaa20 AAAA www.example.com"
"4667","2016-09-26 23:14:47.921708","192.168.1.240","93.184.216.34","TCP","74","47283  >  80 [SYN] Seq=0 Win=4380 Len=0 MSS=1460 SACK_PERM=1 TSval=51904189 TSecr=0 WS=16"
"4670","2016-09-26 23:14:48.068046","192.168.1.240","93.184.216.34","TCP","66","47283  >  80 [ACK] Seq=1 Ack=1 Win=4384 Len=0 TSval=51904227 TSecr=2136456331"
"4671","2016-09-26 23:14:48.068170","192.168.1.240","93.184.216.34","TCP","66","47283  >  80 [FIN, ACK] Seq=1 Ack=1 Win=4384 Len=0 TSval=51904227 TSecr=2136456331"
"4672","2016-09-26 23:14:48.070058","192.168.1.240","8.8.8.8","DNS","75","Standard query 0xe420 A www.example.net"
"4673","2016-09-26 23:14:48.070226","192.168.1.240","8.8.8.8","DNS","75","Standard query 0x1c3c AAAA www.example.net"
"4676","2016-09-26 23:14:48.098565","192.168.1.240","93.184.216.34","TCP","74","47284  >  80 [SYN] Seq=0 Win=4380 Len=0 MSS=1460 SACK_PERM=1 TSval=51904235 TSecr=0 WS=16"
"4679","2016-09-26 23:14:48.219665","192.168.1.240","93.184.216.34","TCP","66","47283  >  80 [ACK] Seq=2 Ack=2 Win=4384 Len=0 TSval=51904266 TSecr=2136456367"
"4681","2016-09-26 23:14:48.255035","192.168.1.240","93.184.216.34","TCP","66","47284  >  80 [ACK] Seq=1 Ack=1 Win=4384 Len=0 TSval=51904275 TSecr=2677194007"
"4682","2016-09-26 23:14:48.255160","192.168.1.240","93.184.216.34","TCP","66","47284  >  80 [FIN, ACK] Seq=1 Ack=1 Win=4384 Len=0 TSval=51904275 TSecr=2677194007"
"4683","2016-09-26 23:14:48.258577","192.168.1.240","8.8.8.8","DNS","75","Standard query 0xda80 A www.example.org"
"4684","2016-09-26 23:14:48.258742","192.168.1.240","8.8.8.8","DNS","75","Standard query 0x08fc AAAA www.example.org"
"4687","2016-09-26 23:14:48.281771","192.168.1.240","93.184.216.34","TCP","74","47285  >  80 [SYN] Seq=0 Win=4380 Len=0 MSS=1460 SACK_PERM=1 TSval=51904281 TSecr=0 WS=16"
"4690","2016-09-26 23:14:48.406944","192.168.1.240","93.184.216.34","TCP","66","47284  >  80 [ACK] Seq=2 Ack=2 Win=4384 Len=0 TSval=51904314 TSecr=2677194046"
"4692","2016-09-26 23:14:48.430617","192.168.1.240","93.184.216.34","TCP","66","47285  >  80 [ACK] Seq=1 Ack=1 Win=4384 Len=0 TSval=51904320 TSecr=494509281"
"4693","2016-09-26 23:14:48.430748","192.168.1.240","93.184.216.34","TCP","66","47285  >  80 [FIN, ACK] Seq=1 Ack=1 Win=4384 Len=0 TSval=51904320 TSecr=494509281"
"4695","2016-09-26 23:14:48.582946","192.168.1.240","93.184.216.34","TCP","66","47285  >  80 [ACK] Seq=2 Ack=2 Win=4384 Len=0 TSval=51904359 TSecr=494509318"
"4706","2016-09-26 23:14:52.087486","192.168.1.240","54.239.29.231","TCP","54","58255  >  443 [ACK] Seq=1898 Ack=1895 Win=1734 Len=0"
"4707","2016-09-26 23:14:52.087592","192.168.1.240","54.239.29.231","TLSv1.2","95","Application Data"
"4724","2016-09-26 23:14:56.149292","192.168.1.240","23.23.189.20","UDP","201","49280  >  33434 Len=159"
"4727","2016-09-26 23:14:57.090649","AmazonTe_56:cc:d3","Tp-LinkT_51:33:ea","ARP","42","192.168.1.240 is at 44:65:0d:56:cc:d3"
"4776","2016-09-26 23:15:04.805832","192.168.1.240","23.23.189.20","UDP","191","47532  >  33434 Len=149"
"4878","2016-09-26 23:15:22.115394","192.168.1.240","54.239.29.231","TLSv1.2","95","Application Data"
"4881","2016-09-26 23:15:22.375491","192.168.1.240","54.239.29.231","TCP","54","58255  >  443 [ACK] Seq=1980 Ack=1936 Win=1734 Len=0"
"4884","2016-09-26 23:15:23.180430","192.168.1.240","23.23.189.20","UDP","201","49280  >  33434 Len=159"
"4902","2016-09-26 23:15:27.342238","AmazonTe_56:cc:d3","Tp-LinkT_51:33:ea","ARP","42","192.168.1.240 is at 44:65:0d:56:cc:d3"
"4913","2016-09-26 23:15:31.830889","192.168.1.240","23.23.189.20","UDP","191","47532  >  33434 Len=149"
"5020","2016-09-26 23:15:50.207592","192.168.1.240","23.23.189.20","UDP","201","49280  >  33434 Len=159"
"5032","2016-09-26 23:15:52.079626","192.168.1.240","54.239.29.231","TCP","54","58255  >  443 [ACK] Seq=1980 Ack=1977 Win=1734 Len=0"
"5033","2016-09-26 23:15:52.079739","192.168.1.240","54.239.29.231","TLSv1.2","95","Application Data"
"5056","2016-09-26 23:15:57.098302","AmazonTe_56:cc:d3","Tp-LinkT_51:33:ea","ARP","42","192.168.1.240 is at 44:65:0d:56:cc:d3"
"5059","2016-09-26 23:15:58.856037","192.168.1.240","23.23.189.20","UDP","191","47532  >  33434 Len=149"
"5064","2016-09-26 23:15:59.924121","192.168.1.240","72.21.192.213","NTP","90","NTP Version 4, client"
"5163","2016-09-26 23:16:17.226885","192.168.1.240","23.23.189.20","UDP","201","49280  >  33434 Len=159"
"5176","2016-09-26 23:16:22.109543","192.168.1.240","54.239.29.231","TLSv1.2","95","Application Data"
"5180","2016-09-26 23:16:22.371441","192.168.1.240","54.239.29.231","TCP","54","58255  >  443 [ACK] Seq=2062 Ack=2018 Win=1734 Len=0"
"5184","2016-09-26 23:16:24.157450","192.168.1.240","97.107.128.58","NTP","90","NTP Version 4, client"
"5191","2016-09-26 23:16:25.883360","192.168.1.240","23.23.189.20","UDP","191","47532  >  33434 Len=149"
